Time,GrossPnL,NetPnL,Fees
12:25:10,-67.797,-67.797,0
12:25:10,-68.0518,-68.0518,0
12:25:10,-68.3072,-68.3072,0
12:25:10,-68.5633,-68.5633,0
12:25:10,-68.82,-68.82,0
12:25:10,-69.0774,-69.0774,0
12:25:10,-69.3354,-69.3354,0
12:25:10,-69.5941,-69.5941,0
12:25:10,-69.8534,-69.8534,0
12:25:10,-70.1134,-70.1134,0
12:25:10,-70.3741,-70.3741,0
12:25:10,-70.6354,-70.6354,0
12:25:10,-70.8974,-70.8974,0
12:25:10,-71.16,-71.16,0
12:25:10,-71.4234,-71.4234,0
12:25:10,-71.6874,-71.6874,0
12:25:10,-71.9521,-71.9521,0
12:25:10,-72.2175,-72.2175,0
12:25:10,-72.4836,-72.4836,0
12:25:10,-72.7504,-72.7504,0
12:25:10,-73.0203,-73.0203,0
12:25:10,-73.2908,-73.2908,0
12:25:10,-73.5621,-73.5621,0
12:25:10,-73.8341,-73.8341,0
12:25:10,-74.1068,-74.1068,0
12:25:10,-74.3802,-74.3802,0
12:25:10,-74.6544,-74.6544,0
12:25:10,-74.9293,-74.9293,0
12:25:10,-75.2049,-75.2049,0
12:25:10,-75.4813,-75.4813,0
12:25:10,-75.7584,-75.7584,0
12:25:10,-76.0363,-76.0363,0
12:25:10,-76.3149,-76.3149,0
12:25:10,-76.5943,-76.5943,0
12:25:10,-76.8744,-76.8744,0
12:25:10,-77.1553,-77.1553,0
12:25:10,-77.437,-77.437,0
12:25:10,-77.7194,-77.7194,0
12:25:10,-78.0027,-78.0027,0
12:25:10,-78.2867,-78.2867,0
12:25:10,-78.5715,-78.5715,0
12:25:10,-78.8571,-78.8571,0
12:25:10,-79.1434,-79.1434,0
12:25:10,-79.4306,-79.4306,0
12:25:10,-79.7186,-79.7186,0
12:25:10,-80.0074,-80.0074,0
12:25:10,-80.297,-80.297,0
12:25:10,-80.5974,-80.5974,0
12:25:10,-80.8987,-80.8987,0
12:25:10,-81.2009,-81.2009,0
12:25:10,-81.5039,-81.5039,0
12:25:10,-81.8077,-81.8077,0
12:25:10,-82.1124,-82.1124,0
12:25:10,-82.418,-82.418,0
12:25:10,-82.7245,-82.7245,0
12:25:10,-83.0319,-83.0319,0
12:25:10,-83.3402,-83.3402,0
12:25:10,-83.6493,-83.6493,0
12:25:10,-83.9594,-83.9594,0
12:25:10,-84.2704,-84.2704,0
12:25:10,-84.5822,-84.5822,0
12:25:10,-84.895,-84.895,0
12:25:10,-85.2088,-85.2088,0
12:25:10,-85.5234,-85.5234,0
12:25:10,-85.839,-85.839,0
12:25:10,-86.1555,-86.1555,0
12:25:10,-86.473,-86.473,0
12:25:10,-86.7914,-86.7914,0
12:25:10,-87.1108,-87.1108,0
12:25:10,-87.4311,-87.4311,0
12:25:10,-87.7524,-87.7524,0
12:25:10,-88.0747,-88.0747,0
12:25:10,-88.3979,-88.3979,0
12:25:10,-88.7222,-88.7222,0
12:25:10,-89.0474,-89.0474,0
12:25:10,-89.3736,-89.3736,0
12:25:10,-89.7009,-89.7009,0
12:25:10,-90.0291,-90.0291,0
12:25:10,-90.3916,-90.3916,0
12:25:10,-90.7552,-90.7552,0
12:25:10,-91.1199,-91.1199,0
12:25:10,-91.4857,-91.4857,0
12:25:10,-91.8527,-91.8527,0
12:25:10,-92.2209,-92.2209,0
12:25:10,-92.5902,-92.5902,0
12:25:10,-92.9607,-92.9607,0
12:25:10,-93.3324,-93.3324,0
12:25:10,-93.7052,-93.7052,0
12:25:10,-94.0793,-94.0793,0
12:25:10,-94.4545,-94.4545,0
12:25:10,-94.831,-94.831,0
12:25:10,-95.2086,-95.2086,0
12:25:10,-95.5875,-95.5875,0
12:25:10,-95.9676,-95.9676,0
12:25:10,-96.349,-96.349,0
12:25:10,-96.7316,-96.7316,0
12:25:10,-97.1154,-97.1154,0
12:25:10,-97.5005,-97.5005,0
12:25:10,-97.8869,-97.8869,0
12:25:10,-98.2746,-98.2746,0
12:25:10,-98.6635,-98.6635,0
12:25:10,-99.0538,-99.0538,0
12:25:10,-99.4453,-99.4453,0
12:25:10,-99.8382,-99.8382,0
12:25:10,-100.232,-100.232,0
12:25:10,-100.628,-100.628,0
12:25:10,-101.025,-101.025,0
12:25:10,-101.423,-101.423,0
12:25:10,-101.823,-101.823,0
12:25:10,-102.224,-102.224,0
12:25:10,-102.626,-102.626,0
12:25:10,-103.03,-103.03,0
12:25:11,-103.435,-103.435,0
12:25:11,-103.841,-103.841,0
12:25:11,-104.249,-104.249,0
12:25:11,-104.658,-104.658,0
12:25:11,-105.069,-105.069,0
12:25:11,-105.481,-105.481,0
12:25:11,-105.895,-105.895,0
12:25:11,-106.31,-106.31,0
12:25:11,-106.727,-106.727,0
12:25:11,-107.145,-107.145,0
12:25:11,-107.565,-107.565,0
12:25:11,-107.986,-107.986,0
12:25:11,-108.408,-108.408,0
12:25:11,-108.833,-108.833,0
12:25:11,-109.258,-109.258,0
12:25:11,-109.686,-109.686,0
12:25:11,-110.114,-110.114,0
12:25:11,-110.545,-110.545,0
12:25:11,-110.977,-110.977,0
