Time,Position,PnL
12:23:54,0.62,-0.223197
12:23:54,0.63,-0.238517
12:23:54,0.64,-0.253594
12:23:54,0.65,-0.268435
12:23:54,0.66,-0.283048
12:23:54,0.67,-0.29744
12:23:54,0.68,-0.311617
12:23:54,0.69,-0.325585
12:23:54,0.7,-0.339351
12:23:54,0.71,-0.35292
12:23:54,0.72,-0.366298
12:23:54,0.73,-0.379491
12:23:54,0.74,-0.392502
12:23:55,0.75,-0.405338
12:23:55,0.76,-0.418003
12:23:55,0.77,-0.430501
12:23:55,0.78,-0.442837
12:23:55,0.79,-0.455014
12:23:55,0.8,-0.467038
12:23:55,0.81,-0.478911
12:23:55,0.82,-0.490637
12:23:55,0.83,-0.502221
12:23:55,0.84,-0.513665
12:23:55,0.85,-0.524973
12:23:55,0.86,-0.536147
12:23:55,0.87,-0.547192
12:23:55,0.88,-0.55811
12:23:55,0.89,-0.568904
12:23:55,0.9,-0.579576
12:23:55,0.91,-0.59013
12:23:55,0.92,-0.600568
12:23:55,0.93,-0.610892
12:23:55,0.94,-0.621106
12:23:55,0.95,-0.631211
12:23:55,0.96,-0.641209
12:23:55,0.97,-0.651103
12:23:55,0.98,-0.660896
12:23:55,0.99,-0.670588
12:23:55,1,-0.680182
12:23:55,1.01,-0.689681
12:23:55,1.02,-0.699085
12:23:55,1.03,-0.708398
12:23:55,1.04,-0.717619
12:23:56,1.05,-0.726753
12:23:56,1.06,-0.735799
12:23:56,1.07,-0.74476
12:23:56,1.08,-0.753637
12:23:56,1.09,-0.762432
12:23:56,1.1,-0.771146
12:23:56,1.11,-0.779781
12:23:56,1.12,-0.788338
12:23:57,1.13,-0.796819
12:23:57,1.14,-0.805225
12:23:57,1.15,-0.813557
12:23:57,1.16,-0.821816
12:23:57,1.17,-0.830005
12:23:57,1.18,-0.838123
12:23:57,1.19,-0.846172
12:23:57,1.2,-0.854154
12:23:57,1.21,-0.86207
12:23:57,1.22,-0.86992
12:23:58,1.23,-0.877705
12:23:58,1.24,-0.885428
12:23:58,1.25,-0.893088
12:23:58,1.26,-0.900687
12:23:58,1.27,-0.908225
12:23:58,1.28,-0.915704
12:23:58,1.29,-0.923125
12:23:58,1.3,-0.930488
12:23:58,1.31,-0.937795
12:23:58,1.32,-0.945046
12:23:58,1.33,-0.952241
12:23:58,1.34,-0.959383
12:23:59,1.35,-0.966472
12:23:59,1.36,-0.973507
12:23:59,1.37,-0.980492
12:23:59,1.38,-0.987425
12:23:59,1.39,-0.994308
12:23:59,1.4,-1.00114
12:23:59,1.41,-1.00793
12:23:59,1.42,-1.01466
12:23:59,1.43,-1.02135
12:23:59,1.44,-1.02799
12:23:59,1.45,-1.03459
12:24:00,1.46,-1.04114
12:24:00,1.47,-1.04765
12:24:00,1.48,-1.05411
12:24:00,1.49,-1.06053
12:24:00,1.5,-1.0669
12:24:00,1.51,-1.07323
12:24:01,1.52,-1.07952
12:24:01,1.53,-1.08577
12:24:01,1.54,-1.09198
12:24:01,1.55,-1.09815
12:24:01,1.56,-1.10428
