Time,BestBid_USD,BestAsk_USD,MidPrice_USD,Spread_USD,Imbalance
23:05:41,89206.7,89206.7,89206.7,0.01,-0.123318
23:05:41,89206.7,89206.7,89206.7,0.01,-0.123463
23:05:41,89206.7,89206.7,89206.7,0.01,-0.123463
23:05:41,89206.7,89206.7,89206.7,0.01,-0.123463
23:05:41,89206.7,89206.7,89206.7,0.01,-0.123463
23:05:41,89206.7,89206.7,89206.7,0.01,-0.123463
23:05:41,89206.7,89206.7,89206.7,0.01,-0.123463
23:05:41,89206.7,89206.7,89206.7,0.01,-0.123463
23:05:41,89206.7,89206.7,89206.7,0.01,-0.123463
23:05:41,89206.7,89206.7,89206.7,0.01,-0.123463
23:05:41,89206.7,89206.7,89206.7,0.01,-0.123404
23:05:41,89206.7,89206.7,89206.7,0.01,-0.9044
23:05:41,89206.7,89206.7,89206.7,0.01,-0.976752
23:05:41,89206.7,89206.7,89206.7,0.05,-0.999308
23:05:41,89196.8,89206.7,89201.8,9.91,-0.498654
23:05:41,89196.8,89206.7,89201.8,9.91,-0.498654
23:05:41,89196.8,89196.8,89196.8,0.01,-0.587174
23:05:41,89196.8,89196.8,89196.8,0.01,-0.587174
23:05:42,89189.9,89196.8,89193.4,6.92,-0.912364
23:05:42,89189.9,89196.8,89193.4,6.92,-0.912364
23:05:42,89189.9,89189.9,89189.9,0.01,-0.894015
23:05:42,89189.9,89189.9,89189.9,0.01,-0.894015
23:05:42,89189.9,89189.9,89189.9,0.01,-0.949883
23:05:42,89189.9,89189.9,89189.9,0.01,-0.960934
23:05:42,89189.9,89189.9,89189.9,0.01,-0.963794
23:05:42,89189.9,89189.9,89189.9,0.01,-0.963405
23:05:42,89189.9,89189.9,89189.9,0.03,-0.998532
23:05:42,89189.9,89189.9,89189.9,0.01,-0.999016
23:05:42,89189.1,89189.9,89189.5,0.78,-0.999
23:05:42,89189.1,89189.1,89189.1,0.01,-0.998563
23:05:42,89180,89189.1,89184.6,9.11,-0.996583
23:05:42,89180,89189.1,89184.6,9.11,-0.996583
23:05:42,89180,89180,89180,0.01,-0.997211
23:05:42,89180,89180,89180,0.01,-0.996636
23:05:42,89180,89180,89180,0.01,-0.996636
23:05:43,89174.5,89180,89177.2,5.52,-0.999659
23:05:43,89174.5,89180,89177.2,5.52,-0.999659
23:05:43,89174.5,89180,89177.2,5.52,-0.999659
23:05:43,89174.5,89174.5,89174.5,0.01,-0.999644
23:05:43,89174.5,89174.5,89174.5,0.01,-0.999644
23:05:43,89174.5,89174.5,89174.5,0.01,-0.999644
23:05:43,89169.4,89174.5,89171.9,5.11,-0.992446
23:05:43,89169.4,89174.5,89171.9,5.11,-0.992446
23:05:43,89169.4,89174.5,89171.9,5.11,-0.992446
23:05:43,89169.4,89169.4,89169.4,0.01,-0.99257
23:05:43,89169.4,89169.4,89169.4,0.01,-0.99257
23:05:43,89167.8,89169.4,89168.6,1.57,-0.95592
23:05:43,89167.8,89167.8,89167.8,0.01,-0.95857
23:05:43,89167.8,89167.8,89167.8,0.01,-0.975245
23:05:43,89167.8,89167.8,89167.8,0.01,-0.997697
23:05:43,89167.8,89167.8,89167.8,0.01,-0.407424
23:05:43,89167.8,89167.8,89167.8,0.01,-0.276121
23:05:44,89167.8,89167.8,89167.8,0.01,-0.520316
23:05:44,89167.8,89167.8,89167.8,0.01,-0.769286
23:05:44,89167.8,89167.8,89167.8,0.01,-0.687867
23:05:44,89167.8,89167.8,89167.8,0.01,-0.579311
23:05:45,89167.8,89167.8,89167.8,0.01,-0.258661
23:05:45,89167.8,89167.8,89167.8,0.01,-0.260321
23:05:46,89167.8,89167.8,89167.8,0.01,-0.674894
23:05:46,89167.8,89167.8,89167.8,0.01,-0.681593
23:05:47,89167.8,89167.8,89167.8,0.01,-0.445868
23:05:47,89167.8,89167.8,89167.8,0.01,-0.25677
23:05:48,89167.8,89167.8,89167.8,0.01,-0.257911
23:05:48,89167.8,89167.8,89167.8,0.01,-0.413552
23:05:48,89167.8,89167.8,89167.8,0.01,-0.644877
23:05:49,89160.6,89167.8,89164.2,7.28,-0.92673
23:05:49,89160.6,89167.8,89164.2,7.28,-0.92673
23:05:49,89160.6,89167.8,89164.2,7.28,-0.92673
23:05:49,89160.6,89160.6,89160.6,0.01,-0.92509
23:05:49,89160.6,89160.6,89160.6,0.01,-0.92509
23:05:49,89160.6,89160.6,89160.6,0.01,-0.967154
23:05:49,89160.6,89160.6,89160.6,0.01,-0.967154
23:05:49,89160.6,89160.6,89160.6,0.01,-0.960905
23:05:49,89160.6,89160.6,89160.6,0.01,-0.882032
23:05:49,89160.6,89160.6,89160.6,0.01,-0.914979
23:05:49,89160.6,89160.6,89160.6,0.01,-0.914878
23:05:49,89160.6,89160.6,89160.6,0.01,-0.99214
23:05:50,89160.6,89160.6,89160.6,0.01,-0.992073
23:05:50,89160.6,89160.6,89160.6,0.01,-0.996792
23:05:50,89160.6,89160.6,89160.6,0.01,-0.109767
23:05:50,89160.6,89160.6,89160.6,0.01,0.155277
23:05:50,89160.6,89160.6,89160.6,0.01,0.155301
23:05:50,89160.6,89160.6,89160.6,0.01,0.187891
23:05:51,89160.6,89160.6,89160.6,0.01,0.195737
23:05:51,89160.6,89160.6,89160.6,0.01,-0.299688
23:05:51,89160.6,89160.6,89160.6,0.01,-0.421709
23:05:51,89160,89160.6,89160.3,0.57,-0.990671
23:05:51,89160,89160,89160,0.01,-0.996069
23:05:51,89160,89160,89160,0.01,-0.992809
23:05:51,89153,89160,89156.5,7.01,-0.542965
23:05:51,89153,89153,89153,0.01,-0.647131
23:05:51,89153,89153,89153,0.01,-0.998331
