Time,GrossPnL_USD,NetPnL_USD,Fees_USD
23:05:41,0,0,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:41,-0.0001,-0.0001,0
23:05:43,0.3219,0.3219,0
23:05:43,0.656285,0.656285,0
23:05:43,1.00404,1.00404,0
23:05:43,1.36629,1.36629,0
23:05:43,1.74429,1.74429,0
23:05:43,2.13948,2.13948,0
23:05:43,2.62008,2.62008,0
23:05:43,3.12471,3.12471,0
23:05:43,3.6559,3.6559,0
23:05:43,4.2166,4.2166,0
23:05:43,4.81028,4.81028,0
23:05:43,5.44107,5.44107,0
23:05:43,6.11391,6.11391,0
23:05:43,6.83481,6.83481,0
23:05:43,7.61116,7.61116,0
23:05:43,8.45221,8.45221,0
23:05:43,9.36972,9.36972,0
23:05:43,10.379,10.379,0
23:05:43,11.5004,11.5004,0
23:05:43,12.762,12.762,0
23:05:43,14.2038,14.2038,0
23:05:43,15.8859,15.8859,0
23:05:43,17.9044,17.9044,0
23:05:43,20.4275,20.4275,0
23:05:43,23.7917,23.7917,0
23:05:43,28.838,28.838,0
23:05:43,38.9306,38.9306,0
23:05:43,-852.748,-852.748,0
23:05:43,-852.748,-852.748,0
23:05:43,-852.748,-852.748,0
23:05:43,-852.748,-852.748,0
23:05:43,-852.748,-852.748,0
23:05:43,-852.748,-852.748,0
23:05:43,-852.748,-852.748,0
23:05:50,-852.675,-852.675,0
23:05:50,-852.611,-852.611,0
23:05:50,-852.555,-852.555,0
23:05:50,-852.504,-852.504,0
23:05:50,-852.458,-852.458,0
23:05:50,-852.415,-852.415,0
23:05:50,-852.376,-852.376,0
23:05:50,-852.34,-852.34,0
23:05:50,-852.306,-852.306,0
23:05:50,-852.274,-852.274,0
23:05:50,-852.244,-852.244,0
23:05:50,-852.216,-852.216,0
23:05:50,-852.189,-852.189,0
23:05:50,-852.164,-852.164,0
23:05:50,-852.139,-852.139,0
23:05:50,-852.116,-852.116,0
23:05:50,-852.094,-852.094,0
23:05:50,-852.073,-852.073,0
23:05:50,-852.053,-852.053,0
23:05:50,-852.033,-852.033,0
23:05:50,-852.014,-852.014,0
23:05:50,-851.996,-851.996,0
23:05:50,-851.978,-851.978,0
23:05:50,-851.962,-851.962,0
23:05:50,-851.945,-851.945,0
23:05:50,-851.929,-851.929,0
23:05:50,-851.914,-851.914,0
23:05:50,-851.899,-851.899,0
23:05:50,-851.884,-851.884,0
23:05:50,-851.87,-851.87,0
23:05:50,-851.856,-851.856,0
23:05:50,-851.843,-851.843,0
23:05:50,-851.83,-851.83,0
23:05:50,-851.817,-851.817,0
23:05:50,-851.805,-851.805,0
23:05:50,-851.793,-851.793,0
23:05:50,-851.781,-851.781,0
23:05:50,-851.769,-851.769,0
23:05:50,-851.758,-851.758,0
23:05:52,-851.975,-851.975,0
23:05:52,-852.196,-852.196,0
23:05:52,-852.423,-852.423,0
23:05:52,-852.655,-852.655,0
23:05:52,-852.892,-852.892,0
23:05:52,-853.135,-853.135,0
23:05:52,-852.886,-852.886,0
23:05:52,-852.643,-852.643,0
23:05:52,-852.406,-852.406,0
23:05:52,-852.174,-852.174,0
23:05:52,-851.948,-851.948,0
23:05:52,-851.726,-851.726,0
23:05:52,-851.509,-851.509,0
23:05:52,-851.297,-851.297,0
23:05:52,-851.09,-851.09,0
23:05:52,-850.886,-850.886,0
23:05:52,-850.687,-850.687,0
23:05:52,-850.491,-850.491,0
23:05:52,-850.3,-850.3,0
23:05:52,-850.112,-850.112,0
23:05:52,-849.927,-849.927,0
23:05:52,-849.746,-849.746,0
23:05:52,-849.568,-849.568,0
23:05:52,-849.393,-849.393,0
23:05:52,-849.221,-849.221,0
23:05:52,-849.052,-849.052,0
23:05:53,-848.886,-848.886,0
23:05:53,-848.723,-848.723,0
23:05:53,-848.562,-848.562,0
23:05:53,-848.404,-848.404,0
23:05:53,-848.248,-848.248,0
23:05:53,-848.095,-848.095,0
23:05:53,-847.944,-847.944,0
23:05:53,-847.795,-847.795,0
23:05:53,-847.648,-847.648,0
23:05:53,-847.504,-847.504,0
23:05:53,-847.362,-847.362,0
23:05:55,-847.464,-847.464,0
23:05:55,-847.569,-847.569,0
23:05:55,-847.675,-847.675,0
23:05:55,-847.782,-847.782,0
23:05:55,-847.891,-847.891,0
23:05:55,-848.002,-848.002,0
23:05:55,-848.114,-848.114,0
23:05:55,-848.228,-848.228,0
23:05:55,-848.344,-848.344,0
23:05:55,-848.462,-848.462,0
23:05:55,-848.582,-848.582,0
23:05:55,-848.704,-848.704,0
23:05:55,-848.827,-848.827,0
23:05:55,-848.953,-848.953,0
23:05:55,-849.081,-849.081,0
23:05:55,-849.212,-849.212,0
23:05:55,-849.345,-849.345,0
23:05:55,-849.48,-849.48,0
23:05:57,-849.618,-849.618,0
23:05:57,-849.758,-849.758,0
23:05:57,-849.901,-849.901,0
23:05:57,-850.048,-850.048,0
23:05:57,-850.197,-850.197,0
23:05:57,-850.349,-850.349,0
23:05:57,-850.504,-850.504,0
23:05:57,-850.663,-850.663,0
23:05:57,-850.825,-850.825,0
23:05:57,-850.991,-850.991,0
23:05:57,-851.161,-851.161,0
23:05:57,-851.335,-851.335,0
23:05:57,-851.513,-851.513,0
23:05:57,-851.696,-851.696,0
23:05:57,-851.883,-851.883,0
23:05:57,-852.075,-852.075,0
23:05:57,-852.273,-852.273,0
23:05:57,-852.476,-852.476,0
23:05:57,-852.685,-852.685,0
23:05:57,-852.899,-852.899,0
23:05:57,-853.121,-853.121,0
23:05:57,-853.349,-853.349,0
23:05:57,-853.585,-853.585,0
23:05:57,-853.828,-853.828,0
23:05:57,-854.08,-854.08,0
23:05:57,-854.341,-854.341,0
23:05:58,-854.611,-854.611,0
23:05:58,-854.892,-854.892,0
23:05:58,-855.185,-855.185,0
23:05:58,-855.489,-855.489,0
23:05:58,-855.806,-855.806,0
23:05:58,-856.138,-856.138,0
23:05:58,-855.791,-855.791,0
23:05:58,-855.459,-855.459,0
23:05:58,-855.141,-855.141,0
23:05:58,-854.837,-854.837,0
23:05:58,-854.545,-854.545,0
23:05:58,-854.264,-854.264,0
23:05:58,-853.994,-853.994,0
23:05:58,-853.733,-853.733,0
23:05:58,-853.481,-853.481,0
23:05:58,-853.238,-853.238,0
23:05:58,-853.002,-853.002,0
23:05:59,-853.174,-853.174,0
23:05:59,-853.351,-853.351,0
23:05:59,-853.534,-853.534,0
23:05:59,-853.723,-853.723,0
23:05:59,-853.919,-853.919,0
23:05:59,-854.123,-854.123,0
23:05:59,-854.334,-854.334,0
23:05:59,-854.554,-854.554,0
23:05:59,-854.782,-854.782,0
23:05:59,-855.021,-855.021,0
23:05:59,-855.271,-855.271,0
23:05:59,-855.532,-855.532,0
23:05:59,-855.807,-855.807,0
23:05:59,-856.096,-856.096,0
23:05:59,-856.401,-856.401,0
23:05:59,-856.724,-856.724,0
23:05:59,-857.067,-857.067,0
23:05:59,-857.433,-857.433,0
23:05:59,-857.825,-857.825,0
23:05:59,-858.248,-858.248,0
23:05:59,-858.705,-858.705,0
23:05:59,-859.205,-859.205,0
23:05:59,-859.754,-859.754,0
23:06:00,-859.144,-859.144,0
23:06:00,-858.595,-858.595,0
23:06:00,-858.096,-858.096,0
23:06:00,-857.638,-857.638,0
23:06:00,-857.216,-857.216,0
23:06:00,-856.823,-856.823,0
23:06:00,-856.457,-856.457,0
23:06:00,-856.114,-856.114,0
23:06:00,-855.791,-855.791,0
23:06:00,-855.486,-855.486,0
23:06:00,-855.197,-855.197,0
23:06:00,-854.923,-854.923,0
23:06:00,-854.661,-854.661,0
23:06:00,-854.412,-854.412,0
23:06:00,-854.173,-854.173,0
23:06:00,-853.944,-853.944,0
23:06:00,-853.725,-853.725,0
23:06:00,-853.514,-853.514,0
23:06:00,-853.31,-853.31,0
23:06:00,-853.114,-853.114,0
23:06:00,-852.925,-852.925,0
23:06:02,-852.581,-852.581,0
23:06:02,-852.249,-852.249,0
23:06:02,-851.927,-851.927,0
23:06:02,-851.614,-851.614,0
23:06:02,-851.311,-851.311,0
23:06:02,-851.016,-851.016,0
23:06:05,-851.303,-851.303,0
23:06:05,-851.597,-851.597,0
23:06:05,-851.901,-851.901,0
23:06:05,-852.213,-852.213,0
23:06:05,-852.536,-852.536,0
23:06:05,-852.868,-852.868,0
23:06:05,-853.212,-853.212,0
23:06:05,-853.567,-853.567,0
23:06:05,-853.936,-853.936,0
23:06:05,-854.318,-854.318,0
23:06:05,-854.714,-854.714,0
23:06:05,-855.127,-855.127,0
23:06:05,-855.556,-855.556,0
23:06:05,-856.005,-856.005,0
23:06:05,-856.474,-856.474,0
23:06:05,-856.965,-856.965,0
23:06:05,-857.48,-857.48,0
23:06:05,-858.023,-858.023,0
23:06:05,-858.596,-858.596,0
23:06:05,-859.202,-859.202,0
23:06:05,-859.847,-859.847,0
23:06:05,-860.534,-860.534,0
23:06:05,-861.271,-861.271,0
23:06:05,-862.064,-862.064,0
23:06:05,-862.924,-862.924,0
23:06:05,-863.861,-863.861,0
23:06:05,-864.892,-864.892,0
23:06:05,-866.038,-866.038,0
23:06:05,-867.327,-867.327,0
23:06:05,-868.8,-868.8,0
23:06:06,-867.082,-867.082,0
23:06:06,-865.608,-865.608,0
23:06:06,-864.32,-864.32,0
23:06:06,-863.174,-863.174,0
23:06:06,-862.143,-862.143,0
23:06:06,-861.205,-861.205,0
23:06:06,-860.346,-860.346,0
23:06:06,-859.553,-859.553,0
23:06:06,-858.816,-858.816,0
23:06:06,-858.129,-858.129,0
23:06:06,-857.484,-857.484,0
23:06:06,-856.878,-856.878,0
23:06:06,-856.305,-856.305,0
23:06:06,-855.762,-855.762,0
23:06:06,-855.247,-855.247,0
23:06:06,-854.756,-854.756,0
23:06:06,-854.287,-854.287,0
23:06:06,-853.839,-853.839,0
23:06:06,-853.409,-853.409,0
23:06:07,-852.997,-852.997,0
23:06:07,-852.6,-852.6,0
23:06:07,-852.218,-852.218,0
23:06:07,-851.85,-851.85,0
23:06:07,-851.494,-851.494,0
23:06:07,-851.151,-851.151,0
23:06:07,-850.818,-850.818,0
23:06:07,-850.496,-850.496,0
23:06:07,-850.183,-850.183,0
23:06:12,-850.556,-850.556,0
23:06:12,-850.94,-850.94,0
23:06:12,-851.336,-851.336,0
23:06:12,-851.745,-851.745,0
23:06:12,-852.167,-852.167,0
23:06:12,-852.605,-852.605,0
23:06:12,-853.057,-853.057,0
23:06:12,-853.527,-853.527,0
23:06:12,-854.014,-854.014,0
23:06:13,-854.654,-854.654,0
23:06:13,-855.327,-855.327,0
23:06:13,-856.028,-856.028,0
23:06:13,-856.761,-856.761,0
23:06:13,-857.53,-857.53,0
23:06:13,-858.336,-858.336,0
23:06:13,-859.185,-859.185,0
23:06:13,-860.082,-860.082,0
23:06:13,-861.031,-861.031,0
23:06:13,-862.039,-862.039,0
23:06:13,-863.114,-863.114,0
23:06:13,-864.325,-864.325,0
23:06:13,-865.628,-865.628,0
23:06:13,-867.04,-867.04,0
23:06:13,-868.58,-868.58,0
23:06:13,-870.274,-870.274,0
23:06:13,-872.156,-872.156,0
23:06:13,-874.273,-874.273,0
23:06:13,-876.693,-876.693,0
23:06:13,-879.516,-879.516,0
23:06:13,-882.904,-882.904,0
23:06:13,-887.139,-887.139,0
23:06:13,-892.785,-892.785,0
23:06:13,-901.255,-901.255,0
23:06:13,-918.194,-918.194,0
23:06:13,-27.126,-27.126,0
