Time,BestBid_USD,BestAsk_USD,MidPrice_USD,Spread_USD,Imbalance
22:13:36,91378.9,91378.9,91378.9,0.01,0.780265
22:13:36,91378.9,91378.9,91378.9,0.01,0.779312
22:13:36,91378.9,91378.9,91378.9,0.01,0.779312
22:13:36,91378.9,91378.9,91378.9,0.01,0.779312
22:13:36,91378.9,91378.9,91378.9,0.01,0.779312
22:13:36,91378.9,91378.9,91378.9,0.01,0.779312
22:13:36,91378.9,91378.9,91378.9,0.01,0.779312
22:13:36,91378.9,91378.9,91378.9,0.01,0.779312
22:13:36,91378.9,91378.9,91378.9,0.01,0.779312
22:13:36,91378.9,91378.9,91378.9,0.01,0.779312
22:13:36,91378.9,91378.9,91378.9,0.01,0.779312
22:13:36,91373.8,91373.8,91373.8,0,-0.644427
22:13:36,91373.8,91378.9,91376.3,5.14,-0.644718
22:13:36,91378.9,91378.9,91378.9,0.01,0.770113
22:13:36,91378.9,91378.9,91378.9,0.01,0.673984
22:13:37,91378.9,91378.9,91378.9,0.01,0.668302
22:13:37,91378.9,91378.9,91378.9,0.01,0.688923
22:13:37,91378.9,91378.9,91378.9,0.01,0.927033
22:13:37,91378.9,91378.9,91378.9,0.01,0.934182
22:13:37,91378.9,91378.9,91378.9,0.01,0.93417
22:13:37,91378.9,91378.9,91378.9,0.01,0.925769
22:13:38,91378.9,91378.9,91378.9,0.01,0.826037
22:13:38,91378.9,91378.9,91378.9,0.01,0.829172
22:13:39,91378.9,91378.9,91378.9,0.01,0.38112
22:13:39,91378.9,91378.9,91378.9,0.01,0.0869338
22:13:39,91378.9,91378.9,91378.9,0.01,-0.995778
22:13:39,91378.9,91378.9,91378.9,0.01,-0.995991
22:13:39,91372.5,91378.9,91375.7,6.41,-0.998177
22:13:39,91372.5,91372.5,91372.5,0.01,-0.999295
22:13:39,91372.5,91372.5,91372.5,0.01,-0.999323
22:13:39,91368.3,91372.5,91370.4,4.17,-0.944794
22:13:39,91368.3,91368.3,91368.3,0.01,-0.929565
22:13:39,91368.3,91368.3,91368.3,0.01,-0.930935
22:13:40,91368.3,91368.3,91368.3,0.01,-0.918729
22:13:40,91368.3,91368.3,91368.3,0.01,-0.89338
22:13:40,91368.3,91368.3,91368.3,0.01,-0.996445
22:13:40,91366.5,91368.3,91367.4,1.82,-0.999152
22:13:40,91363.4,91366.5,91365,3.11,-0.806887
22:13:40,91363.4,91363.4,91363.4,0.01,-0.808242
22:13:41,91363.4,91363.4,91363.4,0.01,-0.808806
22:13:41,91363.4,91363.4,91363.4,0.01,-0.800482
22:13:41,91363.4,91363.4,91363.4,0.01,-0.802101
22:13:41,91363.4,91363.4,91363.4,0.01,-0.812005
22:13:41,91363.4,91363.4,91363.4,0.01,-0.981154
22:13:42,91358.9,91363.4,91361.1,4.57,-0.998698
22:13:42,91358.9,91358.9,91358.9,0.01,-0.998872
22:13:42,91358.9,91358.9,91358.9,0.01,-0.949812
22:13:42,91358.9,91358.9,91358.9,0.01,-0.940783
22:13:42,91358.9,91358.9,91358.9,0.01,-0.941074
22:13:42,91358.9,91358.9,91358.9,0.01,-0.941101
22:13:43,91358.9,91358.9,91358.9,0.01,-0.933771
22:13:43,91358.9,91358.9,91358.9,0.01,-0.936073
22:13:43,91358.9,91358.9,91358.9,0.01,-0.330505
22:13:44,91358.9,91358.9,91358.9,0.01,-0.605911
22:13:44,91358.9,91358.9,91358.9,0.01,-0.569439
22:13:44,91358.9,91358.9,91358.9,0.01,-0.935886
22:13:45,91358.9,91358.9,91358.9,0.01,-0.860696
22:13:45,91358.9,91358.9,91358.9,0.01,-0.43969
22:13:45,91358.9,91358.9,91358.9,0.01,-0.486427
22:13:46,91358.9,91358.9,91358.9,0.01,-0.620525
22:13:46,91358.9,91358.9,91358.9,0.01,-0.997922
22:13:47,91358.9,91358.9,91358.9,0.01,-0.95274
22:13:48,91358.9,91358.9,91358.9,0.01,-0.731597
22:13:49,91358.9,91358.9,91358.9,0.01,-0.679458
22:13:49,91358.9,91358.9,91358.9,0.01,-0.585025
22:13:50,91358.9,91358.9,91358.9,0.01,-0.584427
22:13:50,91358.9,91358.9,91358.9,0.01,-0.530824
22:13:50,91358.9,91358.9,91358.9,0.01,-0.023436
22:13:50,91358.9,91358.9,91358.9,0.01,0.375243
22:13:51,91358.9,91358.9,91358.9,0.01,0.375473
22:13:51,91358.9,91358.9,91358.9,0.01,0.382547
22:13:52,91358.9,91358.9,91358.9,0.01,0.639602
22:13:52,91358.9,91358.9,91358.9,0.01,0.553018
22:13:52,91358.9,91358.9,91358.9,0.01,0.810757
22:13:52,91358.9,91358.9,91358.9,0,0.430115
22:13:52,91358.9,91368,91363.4,9.12,0.2369
