Time,Position_BTC,PnL_USD
22:13:36,0.68,-2.6921e-11
22:13:36,0.69,-2.76486e-11
22:13:36,0.7,-2.83762e-11
22:13:36,0.71,-2.91038e-11
22:13:36,0.72,-2.98314e-11
22:13:36,0.73,-3.0559e-11
22:13:36,0.74,-3.12866e-11
22:13:36,0.75,-3.20142e-11
22:13:36,0.76,-3.25963e-11
22:13:36,0.77,-3.31784e-11
22:13:36,0.78,-3.37604e-11
22:13:36,0.79,-3.43425e-11
22:13:36,0.8,-3.49246e-11
22:13:36,0.81,-3.55067e-11
22:13:36,0.82,-3.59432e-11
22:13:36,0.83,-3.63798e-11
22:13:36,0.84,-3.68163e-11
22:13:36,0.85,-3.72529e-11
22:13:36,0.86,-3.76895e-11
22:13:36,0.87,-3.8126e-11
22:13:36,0.88,-3.85626e-11
22:13:36,0.89,-3.88536e-11
22:13:36,0.9,-3.91447e-11
22:13:36,0.91,-3.94357e-11
22:13:36,0.92,-3.97267e-11
22:13:36,0.93,-4.00178e-11
22:13:36,0.94,-4.03088e-11
22:13:36,0.95,-4.05998e-11
22:13:36,0.96,-4.08909e-11
22:13:36,0.97,-4.11819e-11
22:13:36,0.98,-4.16185e-11
22:13:36,0.99,-4.2055e-11
22:13:36,1,-4.24916e-11
22:13:36,1.01,-4.29281e-11
22:13:36,1.02,-4.33647e-11
22:13:36,1.01,-0.05135
22:13:36,1,-0.103208
22:13:36,0.99,-0.155585
22:13:36,0.98,-0.208491
22:13:36,0.97,-0.261937
22:13:36,0.96,-0.315934
22:13:36,0.95,-0.370494
22:13:36,0.94,-0.425627
22:13:36,0.93,-0.481348
22:13:36,0.92,-0.537667
22:13:36,0.91,-0.594598
22:13:36,0.9,-0.626456
22:13:36,0.89,-0.658667
22:13:36,0.88,-0.69124
22:13:36,0.87,-0.724183
22:13:36,0.86,-0.757505
22:13:36,0.85,-0.791214
22:13:36,0.84,-0.82532
22:13:36,0.83,-0.859832
22:13:36,0.82,-0.89476
22:13:36,0.83,-0.885056
22:13:36,0.84,-0.875469
22:13:36,0.85,-0.865997
22:13:36,0.86,-0.856635
22:13:36,0.87,-0.847383
22:13:36,0.88,-0.838237
22:13:36,0.89,-0.829195
22:13:36,0.9,-0.820255
22:13:36,0.91,-0.811413
22:13:36,0.92,-0.802669
22:13:36,0.93,-0.794021
22:13:36,0.94,-0.785465
22:13:36,0.95,-0.777
22:13:36,0.96,-0.768624
22:13:36,0.97,-0.760335
22:13:36,0.98,-0.752132
22:13:36,0.99,-0.744013
22:13:36,1,-0.735976
22:13:36,1.01,-0.728019
22:13:36,1.02,-0.72014
22:13:36,1.03,-0.712339
22:13:36,1.04,-0.704614
22:13:36,1.05,-0.696963
22:13:36,1.06,-0.689385
22:13:36,1.07,-0.681878
22:13:36,1.08,-0.674442
22:13:37,1.09,-0.667074
22:13:37,1.1,-0.659774
22:13:37,1.11,-0.652541
22:13:37,1.12,-0.645372
22:13:37,1.13,-0.638268
22:13:37,1.14,-0.631226
22:13:37,1.15,-0.624246
22:13:37,1.16,-0.617327
22:13:37,1.17,-0.610468
22:13:37,1.18,-0.603667
22:13:37,1.19,-0.596924
22:13:37,1.2,-0.590237
22:13:37,1.21,-0.583606
22:13:37,1.22,-0.57703
22:13:37,1.23,-0.570508
22:13:37,1.24,-0.564039
22:13:37,1.25,-0.557622
22:13:37,1.26,-0.551257
22:13:37,1.27,-0.544941
22:13:37,1.28,-0.538676
22:13:37,1.29,-0.53246
22:13:37,1.3,-0.526292
22:13:37,1.31,-0.520171
22:13:37,1.32,-0.514097
22:13:37,1.33,-0.508069
22:13:37,1.34,-0.502086
22:13:37,1.35,-0.496148
22:13:37,1.36,-0.490254
22:13:37,1.37,-0.484403
22:13:37,1.38,-0.478595
22:13:37,1.39,-0.472829
22:13:37,1.4,-0.467105
22:13:37,1.41,-0.461421
22:13:37,1.42,-0.455778
22:13:37,1.43,-0.450174
22:13:37,1.44,-0.44461
22:13:37,1.45,-0.439084
22:13:37,1.46,-0.433597
22:13:37,1.47,-0.428147
22:13:37,1.48,-0.422734
22:13:37,1.49,-0.417357
22:13:37,1.5,-0.412017
22:13:37,1.51,-0.406712
22:13:37,1.52,-0.401443
22:13:37,1.53,-0.396208
22:13:37,1.54,-0.391007
22:13:37,1.55,-0.385841
22:13:37,1.56,-0.380707
22:13:37,1.57,-0.375606
22:13:37,1.58,-0.370538
22:13:37,1.59,-0.365502
22:13:37,1.6,-0.360498
22:13:37,1.61,-0.355525
22:13:38,1.62,-0.350582
22:13:38,1.63,-0.345671
22:13:38,1.64,-0.340789
22:13:38,1.65,-0.335937
22:13:38,1.66,-0.331115
22:13:38,1.67,-0.326321
22:13:38,1.68,-0.321557
22:13:38,1.69,-0.31682
22:13:38,1.7,-0.312112
22:13:38,1.71,-0.307432
22:13:38,1.72,-0.302778
22:13:38,1.73,-0.298152
22:13:38,1.74,-0.293553
22:13:38,1.75,-0.28898
22:13:38,1.76,-0.284433
22:13:38,1.77,-0.279912
22:13:38,1.78,-0.275416
22:13:38,1.79,-0.270946
22:13:38,1.8,-0.266501
22:13:38,1.81,-0.26208
22:13:39,1.82,-0.257684
22:13:39,1.83,-0.253312
22:13:39,1.84,-0.248964
22:13:39,1.85,-0.24464
22:13:39,1.86,-0.240339
22:13:39,1.87,-0.236061
22:13:39,1.88,-0.231806
22:13:39,1.89,-0.227573
22:13:39,1.9,-0.223363
22:13:39,1.91,-0.219175
22:13:39,1.92,-0.215009
22:13:39,1.91,-0.219154
22:13:39,1.9,-0.223319
22:13:39,1.89,-0.227507
22:13:39,1.88,-0.231717
22:13:39,1.87,-0.23595
22:13:39,1.86,-0.240205
22:13:39,1.85,-0.244483
22:13:39,1.84,-0.248784
22:13:39,1.83,-0.253108
22:13:39,1.82,-0.257457
22:13:39,1.81,-0.261829
22:13:39,1.8,-0.266225
22:13:39,1.79,-0.270645
22:13:39,1.78,-0.27509
22:13:39,1.77,-0.279561
22:13:39,1.76,-0.284056
22:13:39,1.75,-0.288577
22:13:39,1.74,-0.293124
22:13:39,1.73,-0.302947
22:13:39,1.72,-0.326177
22:13:39,1.71,-0.356592
22:13:39,1.7,-0.389734
22:13:39,1.69,-0.426872
22:13:39,1.68,-0.464229
22:13:39,1.67,-0.501809
22:13:39,1.66,-0.539614
22:13:39,1.65,-0.577646
22:13:39,1.64,-0.615909
22:13:39,1.63,-0.654406
22:13:39,1.62,-0.693138
22:13:39,1.61,-0.73211
22:13:39,1.6,-0.771324
22:13:39,1.59,-0.810782
22:13:39,1.58,-0.850489
22:13:39,1.57,-0.890447
22:13:39,1.56,-0.93066
22:13:39,1.55,-1.00313
22:13:39,1.54,-1.07607
22:13:39,1.53,-1.14948
22:13:39,1.52,-1.22337
22:13:39,1.51,-1.29775
22:13:39,1.5,-1.37262
22:13:39,1.49,-1.44799
22:13:39,1.48,-1.52386
22:13:39,1.47,-1.60025
22:13:39,1.46,-1.67716
22:13:39,1.45,-1.75459
22:13:39,1.44,-1.83256
22:13:39,1.43,-1.91107
22:13:39,1.42,-1.99013
22:13:39,1.41,-2.0698
22:13:39,1.4,-2.16478
22:13:39,1.39,-2.26644
22:13:39,1.38,-2.36883
22:13:39,1.37,-2.47196
22:13:39,1.36,-2.57584
22:13:39,1.35,-2.68049
22:13:39,1.34,-2.78592
22:13:39,1.33,-2.89213
22:13:39,1.32,-2.99914
22:13:39,1.31,-3.10696
22:13:39,1.3,-3.2156
22:13:39,1.29,-3.32508
22:13:39,1.28,-3.45621
22:13:39,1.27,-3.58836
22:13:39,1.26,-3.72155
22:13:39,1.25,-3.8558
22:13:39,1.24,-3.99112
22:13:39,1.23,-4.12754
22:13:39,1.22,-4.26506
22:13:39,1.21,-4.40371
22:13:39,1.2,-4.54351
22:13:39,1.19,-4.68447
22:13:39,1.18,-4.82662
22:13:39,1.17,-4.96997
22:13:39,1.16,-5.11455
22:13:39,1.15,-5.26037
22:13:39,1.14,-5.40746
22:13:39,1.13,-5.55584
22:13:39,1.12,-5.70554
22:13:39,1.11,-5.85657
22:13:40,1.1,-6.00896
22:13:40,1.09,-6.16274
22:13:40,1.08,-6.31792
22:13:40,1.07,-6.47455
22:13:40,1.06,-6.63264
22:13:40,1.05,-6.79222
22:13:40,1.04,-6.95332
22:13:40,1.03,-7.11596
22:13:40,1.02,-7.28019
22:13:40,1.01,-7.44603
22:13:40,1,-7.61351
22:13:40,0.99,-7.78266
22:13:40,0.98,-7.95353
22:13:40,0.97,-8.12613
22:13:40,0.96,-8.30052
22:13:40,0.95,-8.47672
22:13:40,0.94,-8.65478
22:13:40,0.93,-8.83473
22:13:40,0.92,-9.01662
22:13:40,0.91,-9.20048
22:13:40,0.9,-9.38636
22:13:40,0.89,-9.57431
22:13:40,0.88,-9.76438
22:13:40,0.87,-9.9566
22:13:40,0.86,-10.151
22:13:40,0.85,-10.3477
22:13:40,0.84,-10.5467
22:13:40,0.83,-10.7481
22:13:40,0.82,-10.961
22:13:40,0.81,-11.1764
22:13:40,0.8,-11.3946
22:13:40,0.79,-11.6154
22:13:40,0.78,-11.839
22:13:40,0.77,-12.0655
22:13:40,0.76,-12.2949
22:13:40,0.75,-12.5274
22:13:40,0.74,-12.772
22:13:40,0.73,-13.0199
22:13:40,0.72,-13.2712
22:13:40,0.71,-13.526
22:13:40,0.7,-13.7844
22:13:40,0.69,-14.0465
22:13:40,0.68,-14.3138
22:13:40,0.67,-14.5991
22:13:40,0.66,-14.8886
22:13:40,0.65,-15.1826
22:13:40,0.64,-15.4811
22:13:40,0.63,-15.7842
22:13:40,0.62,-16.0921
22:13:40,0.61,-16.4051
22:13:40,0.6,-16.7386
22:13:40,0.59,-17.0777
22:13:40,0.58,-17.4226
22:13:40,0.57,-17.7734
22:13:40,0.56,-18.1303
22:13:40,0.55,-18.4936
22:13:40,0.54,-18.8636
22:13:41,0.53,-19.2404
22:13:41,0.52,-19.6242
22:13:41,0.51,-20.0155
22:13:41,0.5,-20.4145
22:13:41,0.49,-20.8214
22:13:41,0.48,-21.2366
22:13:41,0.47,-21.6605
22:13:41,0.46,-22.0934
22:13:41,0.45,-22.5357
22:13:41,0.44,-22.9879
22:13:41,0.43,-23.4503
22:13:41,0.42,-23.9234
22:13:41,0.41,-24.4079
22:13:41,0.4,-24.9041
22:13:41,0.39,-25.4128
22:13:41,0.38,-25.9345
22:13:41,0.37,-26.4699
22:13:41,0.36,-27.0198
22:13:41,0.35,-27.585
22:13:41,0.34,-28.1663
22:13:41,0.33,-28.7647
22:13:41,0.32,-29.3813
22:13:41,0.31,-30.0171
22:13:41,0.3,-30.6734
22:13:41,0.29,-31.3517
22:13:41,0.28,-32.0533
22:13:41,0.27,-32.7799
22:13:41,0.26,-33.5335
22:13:41,0.25,-34.316
22:13:41,0.24,-35.1299
22:13:41,0.23,-35.9776
22:13:41,0.22,-36.8623
22:13:41,0.21,-37.7871
22:13:41,0.2,-38.756
22:13:41,0.19,-39.7733
22:13:41,0.18,-40.8441
22:13:41,0.17,-41.9745
22:13:41,0.16,-43.1713
22:13:41,0.15,-44.443
22:13:41,0.14,-45.7994
22:13:41,0.13,-47.2527
22:13:41,0.12,-48.8178
22:13:41,0.11,-50.5133
22:13:41,0.1,-52.363
22:13:41,0.09,-54.3976
22:13:41,0.08,-56.6583
22:13:41,0.07,-59.2016
22:13:41,0.06,-62.1082
22:13:41,0.05,-65.4993
22:13:41,0.04,-69.5685
22:13:41,0.03,-74.6551
22:13:41,0.02,-81.4372
22:13:42,0.01,-91.6275
22:13:42,-8.67362e-17,-112.014
22:13:42,-0.01,801.598
22:13:42,-0.02,801.598
22:13:42,-0.03,801.598
22:13:42,-0.04,801.598
22:13:42,-0.05,801.598
22:13:42,-0.06,801.598
22:13:42,-0.07,801.598
22:13:42,-0.08,801.598
22:13:42,-0.09,801.598
22:13:42,-0.1,801.598
22:13:42,-0.11,801.598
22:13:42,-0.12,801.575
22:13:42,-0.13,801.554
22:13:42,-0.14,801.535
22:13:42,-0.15,801.517
22:13:42,-0.16,801.5
22:13:42,-0.17,801.484
22:13:42,-0.18,801.47
22:13:42,-0.19,801.456
22:13:42,-0.2,801.443
22:13:42,-0.21,801.43
22:13:42,-0.22,801.418
22:13:42,-0.23,801.407
22:13:42,-0.24,801.396
22:13:42,-0.25,801.385
22:13:42,-0.26,801.375
22:13:42,-0.27,801.366
22:13:42,-0.28,801.356
22:13:42,-0.29,801.347
22:13:42,-0.3,801.339
22:13:42,-0.31,801.33
22:13:42,-0.32,801.322
22:13:42,-0.33,801.315
22:13:42,-0.34,801.307
22:13:42,-0.35,801.3
22:13:42,-0.36,801.292
22:13:42,-0.37,801.285
22:13:42,-0.38,801.279
22:13:42,-0.39,801.272
22:13:42,-0.4,801.266
22:13:42,-0.41,801.259
22:13:42,-0.42,801.253
22:13:42,-0.43,801.247
22:13:42,-0.44,801.241
22:13:42,-0.45,801.236
22:13:42,-0.46,801.23
22:13:42,-0.47,801.225
22:13:42,-0.48,801.219
22:13:42,-0.49,801.214
22:13:42,-0.5,801.209
22:13:42,-0.51,801.204
22:13:42,-0.52,801.199
22:13:42,-0.53,801.194
22:13:42,-0.54,801.19
22:13:42,-0.55,801.185
22:13:42,-0.56,801.18
22:13:42,-0.57,801.176
22:13:42,-0.58,801.171
22:13:42,-0.59,801.167
22:13:42,-0.6,801.163
22:13:42,-0.61,801.159
22:13:42,-0.62,801.155
22:13:43,-0.63,801.151
22:13:43,-0.64,801.147
22:13:43,-0.65,801.143
22:13:43,-0.66,801.139
22:13:43,-0.67,801.135
22:13:43,-0.68,801.131
22:13:43,-0.69,801.128
22:13:43,-0.7,801.124
22:13:43,-0.71,801.12
22:13:43,-0.72,801.117
22:13:43,-0.73,801.113
22:13:43,-0.74,801.11
22:13:43,-0.75,801.106
22:13:43,-0.76,801.103
22:13:43,-0.77,801.1
22:13:43,-0.78,801.097
22:13:43,-0.79,801.093
22:13:43,-0.8,801.09
22:13:43,-0.81,801.087
22:13:43,-0.82,801.084
22:13:43,-0.83,801.081
22:13:43,-0.84,801.078
22:13:43,-0.85,801.075
22:13:43,-0.86,801.072
22:13:43,-0.87,801.069
22:13:43,-0.88,801.066
22:13:43,-0.89,801.063
22:13:44,-0.9,801.06
22:13:44,-0.91,801.058
22:13:44,-0.92,801.055
22:13:44,-0.93,801.052
22:13:44,-0.94,801.049
22:13:44,-0.95,801.047
22:13:44,-0.96,801.044
22:13:44,-0.97,801.042
22:13:44,-0.98,801.039
22:13:44,-0.99,801.036
22:13:44,-1,801.034
22:13:44,-1.01,801.031
22:13:44,-1.02,801.029
22:13:44,-1.03,801.026
22:13:44,-1.04,801.024
22:13:44,-1.05,801.022
22:13:44,-1.06,801.019
22:13:44,-1.07,801.017
22:13:44,-1.08,801.015
22:13:44,-1.09,801.012
22:13:44,-1.1,801.01
22:13:44,-1.11,801.008
22:13:44,-1.12,801.005
22:13:44,-1.13,801.003
22:13:44,-1.14,801.001
22:13:44,-1.15,800.999
22:13:44,-1.16,800.996
22:13:44,-1.17,800.994
22:13:44,-1.18,800.992
22:13:44,-1.19,800.99
22:13:44,-1.2,800.988
22:13:44,-1.21,800.986
22:13:45,-1.22,800.984
22:13:45,-1.23,800.982
22:13:45,-1.24,800.98
22:13:45,-1.25,800.978
22:13:45,-1.26,800.976
22:13:45,-1.27,800.974
22:13:45,-1.28,800.972
22:13:45,-1.29,800.97
22:13:45,-1.3,800.968
22:13:45,-1.31,800.966
22:13:45,-1.32,800.964
22:13:45,-1.33,800.962
22:13:45,-1.34,800.96
22:13:45,-1.35,800.958
22:13:45,-1.36,800.956
22:13:45,-1.37,800.955
22:13:45,-1.38,800.953
22:13:45,-1.39,800.951
22:13:45,-1.4,800.949
22:13:45,-1.41,800.947
22:13:45,-1.42,800.946
22:13:45,-1.43,800.944
22:13:45,-1.44,800.942
22:13:45,-1.45,800.94
22:13:45,-1.46,800.939
22:13:45,-1.47,800.937
22:13:45,-1.48,800.935
22:13:45,-1.49,800.933
22:13:45,-1.5,800.932
22:13:46,-1.51,800.93
22:13:46,-1.52,800.928
22:13:46,-1.53,800.927
22:13:46,-1.54,800.925
22:13:46,-1.55,800.924
22:13:46,-1.56,800.922
22:13:46,-1.57,800.92
22:13:46,-1.58,800.919
22:13:46,-1.59,800.917
22:13:46,-1.6,800.916
22:13:46,-1.61,800.914
22:13:46,-1.62,800.912
22:13:46,-1.63,800.911
22:13:46,-1.64,800.909
22:13:46,-1.65,800.908
22:13:46,-1.66,800.906
22:13:46,-1.67,800.905
22:13:46,-1.68,800.903
22:13:46,-1.69,800.902
22:13:47,-1.7,800.9
22:13:47,-1.71,800.899
22:13:47,-1.72,800.897
22:13:47,-1.73,800.896
22:13:47,-1.74,800.894
22:13:47,-1.75,800.893
22:13:47,-1.76,800.892
22:13:47,-1.77,800.89
22:13:47,-1.78,800.889
22:13:48,-1.79,800.887
22:13:48,-1.8,800.886
22:13:48,-1.81,800.885
22:13:48,-1.82,800.883
22:13:48,-1.83,800.882
22:13:48,-1.84,800.88
22:13:48,-1.85,800.879
22:13:48,-1.86,800.878
22:13:48,-1.87,800.876
22:13:48,-1.88,800.875
22:13:48,-1.89,800.874
22:13:48,-1.9,800.872
22:13:48,-1.91,800.871
22:13:48,-1.92,800.87
22:13:49,-1.93,800.868
22:13:49,-1.94,800.867
22:13:49,-1.95,800.866
22:13:49,-1.96,800.865
22:13:49,-1.97,800.863
22:13:49,-1.98,800.862
22:13:49,-1.99,800.861
22:13:49,-2,800.859
22:13:49,-2.01,800.858
22:13:49,-2.02,800.857
22:13:49,-2.03,800.856
22:13:49,-2.04,800.854
22:13:49,-2.05,800.853
22:13:49,-2.06,800.852
22:13:49,-2.07,800.851
22:13:49,-2.08,800.85
22:13:49,-2.09,800.848
22:13:49,-2.1,800.847
22:13:49,-2.11,800.846
22:13:49,-2.12,800.845
22:13:49,-2.13,800.844
22:13:49,-2.14,800.842
22:13:50,-2.15,800.841
22:13:50,-2.16,800.84
22:13:50,-2.17,800.839
22:13:50,-2.18,800.838
22:13:50,-2.19,800.837
22:13:50,-2.2,800.835
22:13:50,-2.21,800.834
22:13:50,-2.22,800.833
22:13:50,-2.23,800.832
22:13:50,-2.24,800.831
22:13:50,-2.25,800.83
22:13:50,-2.26,800.829
22:13:50,-2.27,800.828
22:13:50,-2.28,800.826
22:13:50,-2.29,800.825
22:13:50,-2.28,800.826
22:13:50,-2.27,800.828
22:13:50,-2.26,800.829
22:13:50,-2.25,800.83
22:13:50,-2.24,800.831
22:13:50,-2.23,800.832
22:13:50,-2.22,800.833
22:13:50,-2.21,800.834
22:13:50,-2.2,800.835
22:13:50,-2.19,800.837
22:13:50,-2.18,800.838
22:13:50,-2.17,800.839
22:13:50,-2.16,800.84
22:13:51,-2.15,800.841
22:13:51,-2.14,800.842
22:13:51,-2.13,800.844
22:13:51,-2.12,800.845
22:13:51,-2.11,800.846
22:13:51,-2.1,800.847
22:13:51,-2.09,800.848
22:13:51,-2.08,800.849
22:13:51,-2.07,800.851
22:13:51,-2.06,800.852
22:13:51,-2.05,800.853
22:13:51,-2.04,800.854
22:13:51,-2.03,800.856
22:13:51,-2.02,800.857
22:13:51,-2.01,800.858
22:13:51,-2,800.859
22:13:51,-1.99,800.861
22:13:51,-1.98,800.862
22:13:51,-1.97,800.863
22:13:51,-1.96,800.864
22:13:52,-1.95,800.866
22:13:52,-1.94,800.867
22:13:52,-1.93,800.868
22:13:52,-1.92,800.869
22:13:52,-1.91,800.871
22:13:52,-1.9,800.872
22:13:52,-1.89,800.873
22:13:52,-1.88,800.875
22:13:52,-1.87,800.876
22:13:52,-1.86,800.877
22:13:52,-1.85,800.879
22:13:52,-1.84,800.88
22:13:52,-1.83,800.881
22:13:52,-1.82,800.883
22:13:52,-1.81,800.884
22:13:52,-1.8,800.886
22:13:52,-1.79,800.887
22:13:52,-1.78,800.888
22:13:52,-1.77,800.89
22:13:52,-1.76,800.891
22:13:52,-1.75,800.893
22:13:52,-1.74,800.894
22:13:52,-1.73,800.896
22:13:52,-1.72,800.897
22:13:52,-1.71,800.898
22:13:52,-1.7,800.9
22:13:52,-1.69,800.901
22:13:52,-1.68,800.903
22:13:52,-1.67,800.904
22:13:52,-1.66,800.906
22:13:52,-1.65,800.907
22:13:52,-1.64,800.909
22:13:52,-1.63,800.91
22:13:52,-1.62,800.912
22:13:52,-1.61,800.913
22:13:52,-1.6,800.915
22:13:52,-1.59,800.916
22:13:52,-1.58,800.918
22:13:52,-1.57,800.919
22:13:52,-1.56,800.903
22:13:52,-1.55,800.867
22:13:52,-1.54,800.777
22:13:52,-1.53,800.687
22:13:52,-1.52,800.596
22:13:52,-1.51,800.504
22:13:52,-1.5,800.412
22:13:52,-1.49,800.319
22:13:52,-1.48,800.225
22:13:52,-1.47,800.131
22:13:52,-1.46,800.036
22:13:52,-1.45,799.941
22:13:52,-1.44,799.844
22:13:52,-1.43,799.748
22:13:52,-1.42,799.65
22:13:52,-1.41,799.552
22:13:52,-1.4,799.453
22:13:52,-1.39,799.354
22:13:52,-1.38,799.253
22:13:52,-1.37,799.152
22:13:52,-1.36,799.05
22:13:52,-1.35,798.948
22:13:52,-1.34,798.845
22:13:52,-1.35,798.949
22:13:52,-1.36,799.052
22:13:52,-1.37,799.154
22:13:52,-1.38,799.256
22:13:52,-1.39,799.357
22:13:52,-1.4,799.458
22:13:52,-1.41,799.557
22:13:52,-1.42,799.656
22:13:52,-1.43,799.754
22:13:52,-1.44,799.852
22:13:52,-1.45,799.948
22:13:52,-1.46,800.045
22:13:52,-1.47,800.14
22:13:52,-1.48,800.235
22:13:52,-1.47,800.132
22:13:52,-1.46,800.022
22:13:52,-1.47,800.136
22:13:52,-1.46,800.023
22:13:52,-1.45,799.909
22:13:52,-1.44,799.794
22:13:52,-1.43,799.678
22:13:52,-1.42,799.562
22:13:52,-1.41,799.445
22:13:52,-1.4,799.326
22:13:52,-1.39,799.208
22:13:52,-1.38,799.088
22:13:52,-1.37,798.967
22:13:52,-1.36,798.846
22:13:52,-1.35,798.723
22:13:52,-1.34,798.6
22:13:52,-1.33,798.475
22:13:52,-1.32,798.35
22:13:52,-1.31,798.224
22:13:52,-1.3,798.097
22:13:52,-1.29,797.969
22:13:52,-1.28,797.84
22:13:52,-1.27,797.71
22:13:52,-1.26,797.579
22:13:53,-1.25,797.447
22:13:53,-1.24,797.313
22:13:53,-1.23,797.179
22:13:53,-1.22,797.025
22:13:53,-1.21,796.87
22:13:53,-1.2,796.714
22:13:53,-1.19,796.556
22:13:53,-1.18,796.397
22:13:53,-1.17,796.237
22:13:53,-1.16,796.075
22:13:53,-1.15,795.912
22:13:53,-1.14,795.748
22:13:53,-1.13,795.582
22:13:53,-1.12,795.415
22:13:53,-1.11,795.246
22:13:53,-1.1,795.075
22:13:53,-1.09,794.903
22:13:53,-1.08,794.73
22:13:53,-1.07,794.555
22:13:53,-1.06,794.378
22:13:53,-1.05,794.193
22:13:53,-1.04,793.991
22:13:53,-1.03,793.779
22:13:53,-1.02,793.524
22:13:53,-1.01,793.266
22:13:53,-1,793.006
22:13:53,-0.99,792.743
22:13:53,-0.98,792.478
22:13:53,-0.97,792.21
22:13:53,-0.96,791.939
22:13:53,-0.95,791.666
22:13:53,-0.94,791.389
22:13:53,-0.93,791.11
22:13:53,-0.92,790.827
22:13:53,-0.91,790.542
22:13:53,-0.9,790.253
22:13:53,-0.89,789.961
22:13:53,-0.88,789.666
22:13:53,-0.87,789.368
22:13:53,-0.86,789.066
22:13:53,-0.85,788.76
22:13:53,-0.84,788.451
22:13:53,-0.83,788.139
22:13:53,-0.82,787.822
22:13:53,-0.81,787.502
22:13:53,-0.8,787.178
22:13:53,-0.79,786.849
22:13:53,-0.78,786.517
22:13:53,-0.77,786.18
22:13:53,-0.76,785.839
22:13:53,-0.75,785.493
22:13:53,-0.74,785.143
22:13:53,-0.73,784.788
22:13:53,-0.72,784.422
22:13:53,-0.71,784.05
22:13:53,-0.7,783.674
22:13:53,-0.69,783.292
22:13:53,-0.68,782.905
22:13:53,-0.67,782.512
22:13:53,-0.66,782.113
22:13:53,-0.65,781.708
22:13:53,-0.64,781.297
22:13:53,-0.63,780.879
22:13:53,-0.62,780.455
22:13:53,-0.61,780.024
22:13:53,-0.6,779.586
22:13:53,-0.59,779.14
22:13:53,-0.58,778.687
22:13:53,-0.57,778.227
22:13:53,-0.56,777.758
22:13:53,-0.55,777.281
22:13:53,-0.54,776.795
22:13:53,-0.53,776.3
22:13:53,-0.52,775.795
22:13:53,-0.51,775.282
22:13:53,-0.5,774.751
22:13:53,-0.49,774.21
22:13:53,-0.48,773.658
22:13:53,-0.47,773.095
22:13:53,-0.46,772.52
22:13:53,-0.45,771.932
22:13:53,-0.44,771.331
22:13:53,-0.43,770.716
22:13:53,-0.42,770.087
22:13:53,-0.41,769.443
22:13:53,-0.4,768.784
22:13:53,-0.39,768.107
22:13:53,-0.38,767.414
22:13:53,-0.37,766.702
22:13:53,-0.36,765.971
22:13:53,-0.35,765.22
22:13:53,-0.34,764.447
22:13:53,-0.33,763.647
22:13:53,-0.32,762.808
22:13:53,-0.31,761.93
22:13:53,-0.3,761.025
22:13:53,-0.29,760.089
22:13:53,-0.28,759.121
22:13:53,-0.27,758.118
22:13:53,-0.26,757.078
