Time,Price_USD,Quantity_BTC,Side
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91373.8,0.01,SELL
22:13:36,91373.8,0.01,SELL
22:13:36,91373.8,0.01,SELL
22:13:36,91373.8,0.01,SELL
22:13:36,91373.8,0.01,SELL
22:13:36,91373.8,0.01,SELL
22:13:36,91373.8,0.01,SELL
22:13:36,91373.8,0.01,SELL
22:13:36,91373.8,0.01,SELL
22:13:36,91373.8,0.01,SELL
22:13:36,91373.8,0.01,SELL
22:13:36,91376.3,0.01,SELL
22:13:36,91376.3,0.01,SELL
22:13:36,91376.3,0.01,SELL
22:13:36,91376.3,0.01,SELL
22:13:36,91376.3,0.01,SELL
22:13:36,91376.3,0.01,SELL
22:13:36,91376.3,0.01,SELL
22:13:36,91376.3,0.01,SELL
22:13:36,91376.3,0.01,SELL
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:36,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:37,91378.9,0.01,BUY
22:13:38,91378.9,0.01,BUY
22:13:38,91378.9,0.01,BUY
22:13:38,91378.9,0.01,BUY
22:13:38,91378.9,0.01,BUY
22:13:38,91378.9,0.01,BUY
22:13:38,91378.9,0.01,BUY
22:13:38,91378.9,0.01,BUY
22:13:38,91378.9,0.01,BUY
22:13:38,91378.9,0.01,BUY
22:13:38,91378.9,0.01,BUY
22:13:38,91378.9,0.01,BUY
22:13:38,91378.9,0.01,BUY
22:13:38,91378.9,0.01,BUY
22:13:38,91378.9,0.01,BUY
22:13:38,91378.9,0.01,BUY
22:13:38,91378.9,0.01,BUY
22:13:38,91378.9,0.01,BUY
22:13:38,91378.9,0.01,BUY
22:13:38,91378.9,0.01,BUY
22:13:38,91378.9,0.01,BUY
22:13:39,91378.9,0.01,BUY
22:13:39,91378.9,0.01,BUY
22:13:39,91378.9,0.01,BUY
22:13:39,91378.9,0.01,BUY
22:13:39,91378.9,0.01,BUY
22:13:39,91378.9,0.01,BUY
22:13:39,91378.9,0.01,BUY
22:13:39,91378.9,0.01,BUY
22:13:39,91378.9,0.01,BUY
22:13:39,91378.9,0.01,BUY
22:13:39,91378.9,0.01,BUY
22:13:39,91378.9,0.01,SELL
22:13:39,91378.9,0.01,SELL
22:13:39,91378.9,0.01,SELL
22:13:39,91378.9,0.01,SELL
22:13:39,91378.9,0.01,SELL
22:13:39,91378.9,0.01,SELL
22:13:39,91378.9,0.01,SELL
