Time,Price_USD,Quantity_BTC,Side
23:05:41,89206.7,0.01,BUY
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:41,89206.7,0.01,SELL
23:05:43,89171.9,0.01,BUY
23:05:43,89171.9,0.01,BUY
23:05:43,89171.9,0.01,BUY
23:05:43,89171.9,0.01,BUY
23:05:43,89171.9,0.01,BUY
23:05:43,89171.9,0.01,BUY
23:05:43,89171.9,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:43,89167.8,0.01,BUY
23:05:50,89160.6,0.01,BUY
23:05:50,89160.6,0.01,BUY
23:05:50,89160.6,0.01,BUY
23:05:50,89160.6,0.01,BUY
23:05:50,89160.6,0.01,BUY
23:05:50,89160.6,0.01,BUY
23:05:50,89160.6,0.01,BUY
23:05:50,89160.6,0.01,BUY
23:05:50,89160.6,0.01,BUY
23:05:50,89160.6,0.01,BUY
23:05:50,89160.6,0.01,BUY
23:05:50,89160.6,0.01,BUY
23:05:50,89160.6,0.01,BUY
23:05:50,89160.6,0.01,BUY
23:05:50,89160.6,0.01,BUY
23:05:50,89160.6,0.01,BUY
23:05:50,89160.6,0.01,BUY
23:05:50,89160.6,0.01,BUY
23:05:50,89160.6,0.01,BUY
23:05:50,89160.6,0.01,BUY
23:05:50,89160.6,0.01,BUY
23:05:50,89160.6,0.01,BUY
23:05:50,89160.6,0.01,BUY
