Time,Price_USD,Quantity_BTC,Side
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
16:06:16,91527.8,0.01,BUY
